n.id,n.name,synonym,synonym w/o disease,status
MESH:C564969,Minicore Myopathy with External Ophthalmoplegia,Multicore Disease,Multicore,remove
MESH:C564969,Minicore Myopathy with External Ophthalmoplegia,Multiminicore Disease,Multiminicore,remove
MESH:C564969,Minicore Myopathy with External Ophthalmoplegia,Multi-Minicore Disease,Multi-Minicore,remove
MESH:D052517,Multiple Sulfatase Deficiency Disease,Multiple Sulfatase Deficiency Disease,Multiple Sulfatase Deficiency,
MESH:D052517,Multiple Sulfatase Deficiency Disease,Multiple Sulphatase Deficiency Disease,Multiple Sulphatase Deficiency,
MESH:D058494,Walker-Warburg Syndrome,Muscle Eye Brain Disease,Muscle Eye Brain,remove
MESH:D058494,Walker-Warburg Syndrome,Muscle-Eye-Brain Disease,Muscle-Eye-Brain,remove
MESH:D009135,Muscular Diseases,Muscular Disease,Muscular,remove
MESH:D009140,Musculoskeletal Diseases,Musculoskeletal Disease,Musculoskeletal,remove
MESH:D054437,Myelodysplastic-Myeloproliferative Diseases,Myelodysplastic-Myeloproliferative Disease,Myelodysplastic-Myeloproliferative,
MESH:D054437,Myelodysplastic-Myeloproliferative Diseases,Myeloproliferative-Myelodisplastic Disease,Myeloproliferative-Myelodisplastic,
MESH:C535507,MYH9-Related Disorders,MYH9-Related Disease,MYH9-Related,
MESH:D009202,Cardiomyopathies,Myocardial Disease,Myocardial,remove
MESH:D017243,MERRF Syndrome,Myoencephalopathy Ragged Red Fiber Disease,Myoencephalopathy Ragged Red Fiber,
MESH:D017243,MERRF Syndrome,Myoencephalopathy Ragged-Red Fiber Disease,Myoencephalopathy Ragged-Red Fiber,
MESH:D019318,Porcine Reproductive and Respiratory Syndrome,Mystery Swine Disease,Mystery Swine,remove
MESH:C535525,N-Acetylneuraminic acid storage disease,N-Acetylneuraminic acid storage disease,N-Acetylneuraminic acid storage,remove
MESH:D009260,Nail Diseases,Nail Disease,Nail,remove
MESH:C537228,Salcedo syndrome,Nail patella like renal disease,Nail patella like renal,remove
MESH:C537228,Salcedo syndrome,Nail-Patella-Like Renal Disease,Nail-Patella-Like Renal,remove
MESH:D009265,Nairobi Sheep Disease,Nairobi Sheep Disease,Nairobi Sheep,remove
MESH:D020191,"Myoclonic Epilepsies, Progressive",Naito Oyanagi Disease,Naito Oyanagi,
MESH:D020191,"Myoclonic Epilepsies, Progressive",Naito-Oyanagi Disease,Naito-Oyanagi,
MESH:C535525,N-Acetylneuraminic acid storage disease,Nana storage disease,Nana storage,remove
MESH:D009668,Nose Diseases,Nasal Disease,Nasal,remove
MESH:D009302,Nasopharyngeal Diseases,Nasopharyngeal Disease,Nasopharyngeal,remove
MESH:D009302,Nasopharyngeal Diseases,Nasopharynx Disease,Nasopharynx,remove
MESH:C536329,Polycystic lipomembranous osteodysplasia with sclerosing leukoencephalopathy,Nasu-Hakola disease,Nasu-Hakola,
MESH:C538346,Naxos disease,Naxos disease,Naxos,
MESH:D058069,Neglected Diseases,Neglected Disease,Neglected,remove
MESH:D017696,"Myopathies, Nemaline",Nemaline Body Disease,Nemaline Body,remove
MESH:D017696,"Myopathies, Nemaline",Nemaline Rod Disease,Nemaline Rod,remove
MESH:C563990,Cerebral Autosomal Recessive Arteriopathy with Subcortical Infarcts and Leukoencephalopathy,Nemoto Disease,Nemoto,remove
MESH:D007232,"Infant, Newborn, Diseases",Neonatal Disease,Neonatal,remove
MESH:D017825,Canavan Disease,Neonatal Canavan Disease,Neonatal Canavan,
MESH:D056587,Cryopyrin-Associated Periodic Syndromes,Neonatal Onset Multisystem Inflammatory Disease,Neonatal Onset Multisystem Inflammatory,
MESH:D015325,Pyruvate Dehydrogenase Complex Deficiency Disease,Neonatal Pyruvate Dehydrogenase Complex Deficiency Disease,Neonatal Pyruvate Dehydrogenase Complex Deficiency,
MESH:D009422,Nervous System Diseases,Nervous System Disease,Nervous System,remove
MESH:D017827,Machado-Joseph Disease,Nervous System Azorean Disease,Nervous System Azorean,
MESH:D020852,Lyme Neuroborreliosis,Nervous System Lyme Disease,Nervous System Lyme,
MESH:D056770,Netherton Syndrome,Netherton Disease,Netherton,
MESH:C538119,Hirschsprung disease ganglioneuroblastoma,Neuroblastoma with Hirschsprung disease,Neuroblastoma with Hirschsprung,
MESH:D019636,Neurodegenerative Diseases,Neurodegenerative Disease,Neurodegenerative,remove
MESH:D020271,"Heredodegenerative Disorders, Nervous System",Neurodegenerative Hereditary Disease,Neurodegenerative Hereditary,remove
MESH:C536203,Elejalde Disease,Neuroectodermal melanolysosomal disease,Neuroectodermal melanolysosomal,
MESH:D010900,Pituitary Diseases,Neurohypophyseal Disease,Neurohypophyseal,remove
MESH:D020274,Autoimmune Diseases of the Nervous System,Neurologic Autoimmune Disease,Neurologic Autoimmune,remove
MESH:D019636,Neurodegenerative Diseases,Neurologic Degenerative Disease,Neurologic Degenerative,remove
MESH:D009468,Neuromuscular Diseases,Neuromuscular Disease,Neuromuscular,remove
MESH:D020511,Neuromuscular Junction Diseases,Neuromuscular Junction Disease,Neuromuscular Junction,remove
MESH:C537395,Neuronal intranuclear inclusion disease,Neuronal intranuclear inclusion disease,Neuronal intranuclear inclusion,remove
MESH:D005776,Gaucher Disease,Neuronopathic Gaucher Disease,Neuronopathic Gaucher,
MESH:D013631,Tangier Disease,Neuropathy of Tangier Disease,Neuropathy of Tangier,
MESH:D020258,Neurotoxicity Syndromes,Neurotoxin Disease,Neurotoxin,remove
MESH:D007562,Creutzfeldt-Jakob Syndrome,New Variant Creutzfeldt Jakob Disease,New Variant Creutzfeldt Jakob,
MESH:D007562,Creutzfeldt-Jakob Syndrome,New Variant Creutzfeldt-Jakob Disease,New Variant Creutzfeldt-Jakob,
MESH:D004899,"Erythroblastosis, Fetal",Newborn Hemolytic Disease,Newborn Hemolytic,remove
MESH:D006475,Vitamin K Deficiency Bleeding,Newborn Hemorrhagic Disease,Newborn Hemorrhagic,remove
MESH:D009521,Newcastle Disease,Newcastle Disease,Newcastle,
MESH:D009542,Niemann-Pick Diseases,Niemann Pick Disease,Niemann Pick,
MESH:D052556,"Niemann-Pick Disease, Type C",Niemann Pick Type C Disease,Niemann Pick Type C,
MESH:D052556,"Niemann-Pick Disease, Type C",Niemann Pick Type D Disease,Niemann Pick Type D,
MESH:D009542,Niemann-Pick Diseases,Niemann-Pick Disease,Niemann-Pick,
MESH:D052556,"Niemann-Pick Disease, Type C",Niemann-Pick Type C Disease,Niemann-Pick Type C,
MESH:D052556,"Niemann-Pick Disease, Type C",Niemann-Pick Type D Disease,Niemann-Pick Type D,
MESH:D065626,Non-alcoholic Fatty Liver Disease,Non alcoholic Fatty Liver Disease,Non alcoholic Fatty Liver,remove
MESH:D005776,Gaucher Disease,Non Neuronopathic Gaucher Disease,Non Neuronopathic Gaucher,
MESH:D065626,Non-alcoholic Fatty Liver Disease,Nonalcoholic Fatty Liver Disease,Nonalcoholic Fatty Liver,remove
MESH:D065626,Non-alcoholic Fatty Liver Disease,Non-alcoholic Fatty Liver Disease,Non-alcoholic Fatty Liver,remove
MESH:D000073296,Noncommunicable Diseases,Noncommunicable Disease,Noncommunicable,remove
MESH:D000073296,Noncommunicable Diseases,Non-communicable Disease,Non-communicable,remove
MESH:D000073296,Noncommunicable Diseases,Non-communicable Chronic Disease,Non-communicable Chronic,remove
MESH:D000073296,Noncommunicable Diseases,Noninfectious Disease,Noninfectious,remove
MESH:D000073296,Noncommunicable Diseases,Non-infectious Disease,Non-infectious,remove
MESH:D008209,Lymphedema,Nonne Milroy Disease,Nonne Milroy,
MESH:D008209,Lymphedema,Nonne Milroy Meige Disease,Nonne Milroy Meige,
MESH:D008209,Lymphedema,Nonne-Milroy Disease,Nonne-Milroy,
MESH:D008209,Lymphedema,Nonne-Milroy-Meige Disease,Nonne-Milroy-Meige,
MESH:D005776,Gaucher Disease,Non-Neuronopathic Gaucher Disease,Non-Neuronopathic Gaucher,
MESH:C537849,Norrie disease,Norrie disease,Norrie,
MESH:C537849,Norrie disease,Norrie's Disease,Norrie's,
MESH:D007863,Lecithin Cholesterol Acyltransferase Deficiency,Norum Disease,Norum,
MESH:D009668,Nose Diseases,Nose Disease,Nose,remove
MESH:D020042,Histiocytic Necrotizing Lymphadenitis,Nosocomial Kikuchi Disease,Nosocomial Kikuchi,
MESH:D020042,Histiocytic Necrotizing Lymphadenitis,Nosocomial Kikuchis Disease,Nosocomial Kikuchis,
MESH:D020042,Histiocytic Necrotizing Lymphadenitis,Nosocomial Kikuchi's Disease,Nosocomial Kikuchi's,
MESH:D052556,"Niemann-Pick Disease, Type C",Nova Scotia (Type D) Form of Niemann-Pick Disease,Nova Scotia (Type D) Form of Niemann-Pick,
MESH:C562682,Methionine Malabsorption Syndrome,Oasthouse Urine Disease,Oasthouse Urine,
MESH:D008173,"Lung Diseases, Obstructive",Obstructive Lung Disease,Obstructive Lung,
MESH:D008173,"Lung Diseases, Obstructive",Obstructive Pulmonary Disease,Obstructive Pulmonary,
MESH:D009784,Occupational Diseases,Occupational Disease,Occupational,remove
MESH:D059545,"Paraneoplastic Syndromes, Ocular",Ocular Paraneoplastic Disease,Ocular Paraneoplastic,remove
MESH:D015840,Oculomotor Nerve Diseases,Oculomotor Nerve Disease,Oculomotor Nerve,remove
MESH:C535953,Eosinophilic pustular folliculitis,Ofuji disease,Ofuji,
MESH:C535953,Eosinophilic pustular folliculitis,Ofuji's disease,Ofuji's,
MESH:D003112,Colonic Pseudo-Obstruction,Ogilvie Disease,Ogilvie,
MESH:C537743,Oguchi disease,Oguchi disease,Oguchi,
MESH:D001528,Behcet Syndrome,Old Silk Route Disease,Old Silk Route,remove
MESH:D020431,Olfactory Nerve Diseases,Olfactory Nerve Disease,Olfactory Nerve,
MESH:D004687,Enchondromatosis,Ollier Disease,Ollier,
MESH:D004687,Enchondromatosis,Olliers Disease,Olliers,
MESH:D004687,Enchondromatosis,Ollier's Disease,Ollier's,
MESH:C536209,Congenital central hypoventilation syndrome,Ondine-Hirschsprung Disease,Ondine-Hirschsprung,
MESH:D009468,Neuromuscular Diseases,Oppenheim Disease,Oppenheim,
MESH:D004422,Dystonia Musculorum Deformans,Oppenheim Ziehen Disease,Oppenheim Ziehen,
MESH:D009468,Neuromuscular Diseases,Oppenheims Disease,Oppenheims,
MESH:D009468,Neuromuscular Diseases,Oppenheim's Disease,Oppenheim's,
MESH:D004422,Dystonia Musculorum Deformans,Oppenheim-Ziehen Disease,Oppenheim-Ziehen,
MESH:D009901,Optic Nerve Diseases,Optic Nerve Disease,Optic Nerve,remove
MESH:C537168,Papillorenal syndrome,Optic nerve coloboma with renal disease,Optic nerve coloboma with renal,remove
MESH:D009916,Orbital Diseases,Orbital Disease,Orbital,remove
MESH:D012185,Retroperitoneal Fibrosis,Ormond Disease,Ormond,
MESH:D012185,Retroperitoneal Fibrosis,Ormond's Disease,Ormond's,
MESH:D020163,Ornithine Carbamoyltransferase Deficiency Disease,Ornithine Carbamoyltransferase Deficiency Disease,Ornithine Carbamoyltransferase Deficiency,
MESH:D020163,Ornithine Carbamoyltransferase Deficiency Disease,Ornithine Transcarbamylase Deficiency Disease,Ornithine Transcarbamylase Deficiency,
MESH:D035583,Rare Diseases,Orphan Disease,Orphan,remove
MESH:D055034,Osteochondrosis,Osgood Schlatter Disease,Osgood Schlatter,
MESH:D055034,Osteochondrosis,Osgood-Schlatter Disease,Osgood-Schlatter,
MESH:D013683,"Telangiectasia, Hereditary Hemorrhagic",Osler Disease,Osler,
MESH:D013683,"Telangiectasia, Hereditary Hemorrhagic",Osler Rendu Disease,Osler Rendu,
MESH:D013683,"Telangiectasia, Hereditary Hemorrhagic",Osler Rendu Weber Disease,Osler Rendu Weber,
MESH:D011087,Polycythemia Vera,Osler Vaquez Disease,Osler Vaquez,
MESH:D013683,"Telangiectasia, Hereditary Hemorrhagic",Osler-Rendu Disease,Osler-Rendu,
MESH:D013683,"Telangiectasia, Hereditary Hemorrhagic",Osler-Rendu-Weber Disease,Osler-Rendu-Weber,
MESH:D013683,"Telangiectasia, Hereditary Hemorrhagic",Osler's Disease,Osler's,
MESH:D011087,Polycythemia Vera,Osler-Vaquez Disease,Osler-Vaquez,
MESH:D010001,Osteitis Deformans,Osseous Paget's Disease,Osseous Paget's,
MESH:D010038,Otorhinolaryngologic Diseases,Otolaryngologic Disease,Otolaryngologic,remove
MESH:D010038,Otorhinolaryngologic Diseases,Otolaryngological Disease,Otolaryngological,remove
MESH:D004427,Ear Diseases,Otologic Disease,Otologic,remove
MESH:D004427,Ear Diseases,Otological Disease,Otological,remove
MESH:D010038,Otorhinolaryngologic Diseases,Otorhinolaryngologic Disease,Otorhinolaryngologic,remove
MESH:D010038,Otorhinolaryngologic Diseases,Otorhinolaryngological Disease,Otorhinolaryngological,remove
MESH:D010049,Ovarian Diseases,Ovarian Disease,Ovarian,remove
MESH:C536030,MASS syndrome,Overlap connective tissue disease,Overlap connective tissue,remove
MESH:D012757,Sheep Diseases,Ovine Disease,Ovine,remove
MESH:D005166,Factor V Deficiency,Owren Disease,Owren,
MESH:D005166,Factor V Deficiency,Owrens Disease,Owrens,
MESH:D005166,Factor V Deficiency,Owren's Disease,Owren's,
MESH:C538104,Pallidopyramidal syndrome,Pallido-pyramidal disease,Pallido-pyramidal,remove
MESH:D003550,Cystic Fibrosis,Pancreas Fibrocystic Disease,Pancreas Fibrocystic,remove
MESH:D010182,Pancreatic Diseases,Pancreatic Disease,Pancreatic,remove
MESH:C536714,Yorifuji Okuno syndrome,Pancreatic hypoplasia diabetes heart disease,Pancreatic hypoplasia diabetes heart,
MESH:C566836,Pancytopenia and Occlusive Vascular Disease,Pancytopenia and Occlusive Vascular Disease,Pancytopenia and Occlusive Vascular,
MESH:D010214,Papillon-Lefevre Disease,Papillon Lefevre Disease,Papillon Lefevre,
MESH:D010214,Papillon-Lefevre Disease,Papillon-Lefevre Disease,Papillon-Lefevre,
MESH:D017444,"Skin Diseases, Papulosquamous",Papulosquamous Skin Disease,Papulosquamous Skin,
MESH:D010254,Paranasal Sinus Diseases,Paranasal Sinus Disease,Paranasal Sinus,
MESH:C537171,Paraquat lung,Paraquat induced lung disease,Paraquat induced lung,
MESH:D010272,Parasitic Diseases,Parasitic Disease,Parasitic,remove
MESH:D007411,"Intestinal Diseases, Parasitic",Parasitic Intestinal Disease,Parasitic Intestinal,
MESH:D008109,"Liver Diseases, Parasitic",Parasitic Liver Disease,Parasitic Liver,
MESH:D008174,"Lung Diseases, Parasitic",Parasitic Lung Disease,Parasitic Lung,
MESH:D012876,"Skin Diseases, Parasitic",Parasitic Skin Disease,Parasitic Skin,
MESH:D010279,Parathyroid Diseases,Parathyroid Disease,Parathyroid,remove
MESH:D010300,Parkinson Disease,Parkinson Disease,Parkinson,
MESH:D010300,Parkinson Disease,Parkinson's Disease,Parkinson's,
MESH:D010305,Parotid Diseases,Parotid Disease,Parotid,remove
MESH:D005150,Facial Hemiatrophy,Parry Romberg Disease,Parry Romberg,
MESH:D005150,Facial Hemiatrophy,Parry-Romberg Disease,Parry-Romberg,
MESH:D020159,Citrullinemia,Partial Argininosuccinic Acid Synthetase Deficiency Disease,Partial Argininosuccinic Acid Synthetase Deficiency,
MESH:D015325,Pyruvate Dehydrogenase Complex Deficiency Disease,PDHC Deficiency Disease,PDHC Deficiency,
MESH:C536215,Pediatric Crohn's disease,Pediatric Crohn's disease,Pediatric Crohn's,
MESH:C536215,Pediatric Crohn's disease,Pediatric onset Crohn's disease,Pediatric onset Crohn's,
MESH:D020371,Pelizaeus-Merzbacher Disease,Pelizaeus Merzbacher Disease,Pelizaeus Merzbacher,
MESH:D020371,Pelizaeus-Merzbacher Disease,Pelizaeus-Merzbacher Disease,Pelizaeus-Merzbacher,
MESH:D059952,Pelvic Floor Disorders,Pelvic Floor Disease,Pelvic Floor,remove
MESH:D000292,Pelvic Inflammatory Disease,Pelvic Inflammatory Disease,Pelvic Inflammatory,remove
MESH:D010409,Penile Diseases,Penile Disease,Penile,remove
MESH:D010409,Penile Diseases,Penis Disease,Penis,remove
MESH:D010483,Periapical Diseases,Periapical Disease,Periapical,remove
MESH:D010505,Familial Mediterranean Fever,Periodic Disease,Periodic,remove
MESH:D010510,Periodontal Diseases,Periodontal Disease,Periodontal,remove
MESH:D058729,Peripheral Arterial Disease,Peripheral Arterial Disease,Peripheral Arterial,remove
MESH:D058729,Peripheral Arterial Disease,Peripheral Artery Disease,Peripheral Artery,remove
MESH:D011129,Polyradiculoneuropathy,Peripheral Autoimmune Demyelinating Disease,Peripheral Autoimmune Demyelinating,
MESH:D010523,Peripheral Nervous System Diseases,Peripheral Nerve Disease,Peripheral Nerve,remove
MESH:D010523,Peripheral Nervous System Diseases,Peripheral Nervous System Disease,Peripheral Nervous System,remove
MESH:D020852,Lyme Neuroborreliosis,Peripheral Nervous System Lyme Disease,Peripheral Nervous System Lyme,remove
MESH:D016491,Peripheral Vascular Diseases,Peripheral Vascular Disease,Peripheral Vascular,remove
MESH:D010532,Peritoneal Diseases,Peritoneal Disease,Peritoneal,remove
MESH:D020427,Peroneal Neuropathies,Peroneal Nerve Disease,Peroneal Nerve,remove
MESH:D007873,Legg-Calve-Perthes Disease,Perthes Disease,Perthes,
MESH:D010411,Penile Induration,Peyronie Disease,Peyronie,
MESH:D010411,Penile Induration,Peyronies Disease,Peyronies,
MESH:D010411,Penile Induration,Peyronie's Disease,Peyronie's,
MESH:D010608,Pharyngeal Diseases,Pharyngeal Disease,Pharyngeal,remove
MESH:D010608,Pharyngeal Diseases,Pharynx Disease,Pharynx,remove
MESH:D010661,Phenylketonurias,Phenylalanine Hydroxylase Deficiency Disease,Phenylalanine Hydroxylase Deficiency,
MESH:D012035,Refsum Disease,Phytanic Acid Storage Disease,Phytanic Acid Storage,remove
MESH:D020774,Pick Disease of the Brain,Pick Disease,Pick,remove
MESH:D020774,Pick Disease of the Brain,Picks Disease,Picks,remove
MESH:D020774,Pick Disease of the Brain,Pick's Disease,Pick's,
MESH:D010144,"Paget's Disease, Mammary",Pigmented Mammary Paget Disease,Pigmented Mammary Paget,remove
MESH:D000170,Acrodynia,Pink Disease,Pink,remove
MESH:D010900,Pituitary Diseases,Pituitary Disease,Pituitary,remove
MESH:D047748,Pituitary ACTH Hypersecretion,Pituitary Cushing Disease,Pituitary Cushing,remove
MESH:D010900,Pituitary Diseases,Pituitary Gland Disease,Pituitary Gland,remove
MESH:D010922,Placenta Diseases,Placenta Disease,Placenta,remove
MESH:D010922,Placenta Diseases,Placental Disease,Placental,remove
MESH:C537345,Sitosterolemia,Plant sterol storage disease,Plant sterol storage,remove
MESH:C537372,Multi-centric Castleman's Disease,Plasmablastic multicentric Castleman disease,Plasmablastic multicentric Castleman,
MESH:D010981,Platelet Storage Pool Deficiency,Platelet Storage Pool Disease,Platelet Storage Pool,remove
MESH:C536458,"Von Willebrand disease, platelet type",Platelet-type Von Willebrand disease,Platelet-type Von Willebrand,
MESH:D010995,Pleural Diseases,Pleural Disease,Pleural,remove
MESH:D011008,Pneumococcal Infections,Pneumococcal Disease,Pneumococcal,remove
MESH:D010523,Peripheral Nervous System Diseases,PNS Disease,PNS,remove
MESH:C536324,Polycystic bone disease,Polycystic bone disease,Polycystic bone,
MESH:D007690,Polycystic Kidney Diseases,Polycystic Kidney Disease,Polycystic Kidney,
MESH:C536330,Polycystic liver disease,Polycystic liver disease,Polycystic liver,
MESH:D007690,Polycystic Kidney Diseases,Polycystic Renal Disease,Polycystic Renal,
MESH:D006009,Glycogen Storage Disease Type II,Pompe Disease,Pompe,
MESH:D006009,Glycogen Storage Disease Type II,Pompes Disease,Pompes,
MESH:D006009,Glycogen Storage Disease Type II,Pompe's Disease,Pompe's,
MESH:C000633744,chronic atypical neutrophilic dermatosis with lipodystrophy and elevated temperature,POMP-related autoinflammation and immune dysregulation disease,POMP-related autoinflammation and immune dysregulation,
MESH:D058494,Walker-Warburg Syndrome,POMT1-Related Muscle-Eye-Brain Disease,POMT1-Related Muscle-Eye-Brain,
MESH:D018420,Ape Diseases,Pongidae Disease,Pongidae,
MESH:C548069,Pontocerebellar Hypoplasia Type 1,Pontocerebellar Hypoplasia With Anterior Horn Cell Disease,Pontocerebellar Hypoplasia With Anterior Horn Cell,
MESH:D010301,"Parkinson Disease, Postencephalitic",Post Encephalitic Parkinson Disease,Post Encephalitic Parkinson,
MESH:D000077342,Post-Lyme Disease Syndrome,Post Treatment Lyme Disease,Post Treatment Lyme,
MESH:D010301,"Parkinson Disease, Postencephalitic",Postencephalitic Parkinson Disease,Postencephalitic Parkinson,
MESH:D010301,"Parkinson Disease, Postencephalitic",Post-Encephalitic Parkinson Disease,Post-Encephalitic Parkinson,
MESH:D010900,Pituitary Diseases,Posterior Pituitary Disease,Posterior Pituitary,remove
MESH:D011186,Postphlebitic Syndrome,Postphlebitic Disease,Postphlebitic,remove
MESH:D000080942,Post-Cardiac Arrest Syndrome,Postresuscitation Disease,Postresuscitation,remove
MESH:D000077342,Post-Lyme Disease Syndrome,Post-Treatment Lyme Disease,Post-Treatment Lyme,remove
MESH:D014399,"Tuberculosis, Spinal",Pott Disease,Pott,
MESH:C566792,Potter Type III Polycystic Kidney Disease,Potter Type III Polycystic Kidney Disease,Potter Type III Polycystic Kidney,
MESH:D014399,"Tuberculosis, Spinal",Potts Disease,Potts,
MESH:D014399,"Tuberculosis, Spinal",Pott's Disease,Pott's,
MESH:D011201,Poultry Diseases,Poultry Disease,Poultry,remove
MESH:D004675,"Encephalitis, Tick-Borne",Powassan Virus Disease,Powassan Virus,remove
MESH:D058070,Asymptomatic Diseases,Presymptomatic Disease,Presymptomatic,remove
MESH:D058070,Asymptomatic Diseases,Pre-Symptomatic Disease,Pre-Symptomatic,remove
MESH:D000081207,Primary Immunodeficiency Diseases,Primary Immune Deficiency Disease,Primary Immune Deficiency,
MESH:D000081207,Primary Immunodeficiency Diseases,Primary Immunodeficiency Disease,Primary Immunodeficiency,
MESH:D009072,Moyamoya Disease,Primary Moyamoya Disease,Primary Moyamoya,remove
MESH:D009202,Cardiomyopathies,Primary Myocardial Disease,Primary Myocardial,remove
MESH:D018419,Primate Diseases,Primate Disease,Primate,remove
MESH:D017096,Prion Diseases,Prion Disease,Prion,remove
MESH:D017096,Prion Diseases,Prion Protein Disease,Prion Protein,remove
MESH:D002549,Diffuse Cerebral Sclerosis of Schilder,Progressive Neuronal Degeneration of Childhood with Liver Disease,Progressive Neuronal Degeneration of Childhood with Liver,
MESH:D011469,Prostatic Diseases,Prostatic Disease,Prostatic,remove
MESH:D057165,Proteostasis Deficiencies,Protein Folding Disease,Protein Folding,remove
MESH:D057165,Proteostasis Deficiencies,Protein Misfolding Disease,Protein Misfolding,remove
MESH:C537675,Gaucher-like disease,Pseudo Gaucher disease,Pseudo Gaucher,
MESH:C536458,"Von Willebrand disease, platelet type",Pseudo-Von Willebrand disease,Pseudo-Von Willebrand,
MESH:D009081,Mucolipidoses,Psuedo Hurler Disease,Psuedo Hurler,
MESH:D009081,Mucolipidoses,Psuedo-Hurler Disease,Psuedo-Hurler,
MESH:D001523,Mental Disorders,Psychiatric Disease,Psychiatric,remove
MESH:D008171,Lung Diseases,Pulmonary Disease,Pulmonary,remove
MESH:D008172,"Lung Diseases, Fungal",Pulmonary Fungal Disease,Pulmonary Fungal,remove
MESH:D011660,Pulmonary Heart Disease,Pulmonary Heart Disease,Pulmonary Heart,remove
MESH:D011668,Pulmonary Veno-Occlusive Disease,Pulmonary Veno Occlusive Disease,Pulmonary Veno Occlusive,remove
MESH:D011668,Pulmonary Veno-Occlusive Disease,Pulmonary Venoocclusive Disease,Pulmonary Venoocclusive,remove
MESH:D011668,Pulmonary Veno-Occlusive Disease,Pulmonary Veno-Occlusive Disease,Pulmonary Veno-Occlusive,remove
MESH:D013625,Takayasu Arteritis,Pulseless Disease,Pulseless,remove
MESH:C536252,Pyle disease,Pyle disease,Pyle,remove
MESH:D015324,Pyruvate Carboxylase Deficiency Disease,Pyruvate Carboxylase Deficiency Disease,Pyruvate Carboxylase Deficiency,
MESH:D015325,Pyruvate Dehydrogenase Complex Deficiency Disease,Pyruvate Dehydrogenase Complex Deficiency Disease,Pyruvate Dehydrogenase Complex Deficiency,
MESH:D000082902,Quadricuspid Aortic Valve,Quadricuspid Aortic Valve Disease,Quadricuspid Aortic Valve,remove
MESH:D000082902,Quadricuspid Aortic Valve,Quadricuspid Aortic Valvular Disease,Quadricuspid Aortic Valvular,remove
MESH:D020425,Radial Neuropathy,Radial Nerve Disease,Radial Nerve,remove
MESH:D035583,Rare Diseases,Rare Disease,Rare,remove
MESH:D011928,Raynaud Disease,Raynaud Disease,Raynaud,
MESH:D011928,Raynaud Disease,Raynauds Disease,Raynauds,
MESH:D011928,Raynaud Disease,Raynaud's Disease,Raynaud's,
MESH:D012002,Rectal Diseases,Rectal Disease,Rectal,remove
MESH:D021821,"Communicable Diseases, Emerging",Reemerging Communicable Disease,Reemerging Communicable,remove
MESH:D021821,"Communicable Diseases, Emerging",Re-Emerging Communicable Disease,Re-Emerging Communicable,remove
MESH:D021821,"Communicable Diseases, Emerging",Reemerging Infectious Disease,Reemerging Infectious,remove
MESH:D021821,"Communicable Diseases, Emerging",Re-Emerging Infectious Disease,Re-Emerging Infectious,remove
MESH:D012035,Refsum Disease,Refsum Disease,Refsum,
MESH:D012035,Refsum Disease,Refsums Disease,Refsums,
MESH:D012035,Refsum Disease,Refsum's Disease,Refsum's,
MESH:D056660,Hereditary Autoinflammatory Diseases,Reimann Periodic Disease,Reimann Periodic,
MESH:D016918,"Arthritis, Reactive",Reiter Disease,Reiter,
MESH:D016918,"Arthritis, Reactive",Reiters Disease,Reiters,
MESH:D016918,"Arthritis, Reactive",Reiter's Disease,Reiter's,
MESH:D013683,"Telangiectasia, Hereditary Hemorrhagic",Rendu Osler Weber Disease,Rendu Osler Weber,
MESH:D013683,"Telangiectasia, Hereditary Hemorrhagic",Rendu-Osler-Weber Disease,Rendu-Osler-Weber,
MESH:C567760,"Hyperuricemic Nephropathy, Familial Juvenile 2",Ren-Related Kidney Disease,Ren-Related Kidney,
MESH:D018365,"Neoplasm, Residual",Residual Minimal Disease,Residual Minimal,remove
MESH:D012140,Respiratory Tract Diseases,Respiratory Tract Disease,Respiratory Tract,remove
MESH:D012164,Retinal Diseases,Retinal Disease,Retinal,remove
MESH:D012181,Retrocochlear Diseases,Retrocochlear Disease,Retrocochlear,remove
MESH:D012216,Rheumatic Diseases,Rheumatic Disease,Rheumatic,remove
MESH:D012214,Rheumatic Heart Disease,Rheumatic Heart Disease,Rheumatic Heart,remove
MESH:C564833,"Rh-Null, Regulator Type",Rh-Null Disease,Rh-Null,remove
MESH:C537613,Ribbing disease,Ribbing disease,Ribbing,remove
MESH:D012282,Rickettsia Infections,Rickettsial Disease,Rickettsial,remove
MESH:C535686,"Rippling muscle disease, 1",Rippling muscle disease,Rippling muscle,remove
MESH:D013206,Staphylococcal Scalded Skin Syndrome,Ritter Disease,Ritter,
MESH:D013206,Staphylococcal Scalded Skin Syndrome,Ritters Disease,Ritters,
MESH:D013206,Staphylococcal Scalded Skin Syndrome,Ritter's Disease,Ritter's,
MESH:D017696,"Myopathies, Nemaline",Rod Body Disease,Rod Body,remove
MESH:D012376,Rodent Diseases,Rodent Disease,Rodent,remove
MESH:D005150,Facial Hemiatrophy,Romberg Disease,Romberg,
MESH:D005150,Facial Hemiatrophy,Rombergs Disease,Rombergs,
MESH:D005150,Facial Hemiatrophy,Romberg's Disease,Romberg's,
MESH:D015618,"Histiocytosis, Sinus",Rosai Dorfman Disease,Rosai Dorfman,
MESH:D015618,"Histiocytosis, Sinus",Rosai-Dorfman Disease,Rosai-Dorfman,
MESH:D002607,Charcot-Marie-Tooth Disease,Roussy Levy Disease,Roussy Levy,
